 gdp_for_year ($) ,HDI for year,age,country,gdp_per_capita ($),generation,population,sex,suicides/100k pop,suicides_no,year
"459,469,074",,35-54 years,Antigua and Barbuda,7744,Silent,5895,female,0,0,1990
"459,469,074",,5-14 years,Antigua and Barbuda,7744,Generation X,6877,female,0,0,1990
"459,469,074",,55-74 years,Antigua and Barbuda,7744,G.I. Generation,3706,female,0,0,1990
"459,469,074",,75+ years,Antigua and Barbuda,7744,G.I. Generation,1252,female,0,0,1990
"459,469,074",,15-24 years,Antigua and Barbuda,7744,Generation X,6598,male,0,0,1990
"459,469,074",,25-34 years,Antigua and Barbuda,7744,Boomers,5937,male,0,0,1990
"459,469,074",,5-14 years,Antigua and Barbuda,7744,Generation X,6611,male,0,0,1990
"459,469,074",,55-74 years,Antigua and Barbuda,7744,G.I. Generation,2902,male,0,0,1990
"459,469,074",,75+ years,Antigua and Barbuda,7744,G.I. Generation,758,male,0,0,1990
"481,706,333",,15-24 years,Antigua and Barbuda,7976,Generation X,6595,female,0,0,1991
"481,706,333",,25-34 years,Antigua and Barbuda,7976,Boomers,6396,female,0,0,1991
"481,706,333",,35-54 years,Antigua and Barbuda,7976,Boomers,6198,female,0,0,1991
"481,706,333",,5-14 years,Antigua and Barbuda,7976,Millenials,7089,female,0,0,1991
"481,706,333",,55-74 years,Antigua and Barbuda,7976,Silent,3665,female,0,0,1991
"481,706,333",,75+ years,Antigua and Barbuda,7976,G.I. Generation,1293,female,0,0,1991
"481,706,333",,15-24 years,Antigua and Barbuda,7976,Generation X,6401,male,0,0,1991
"481,706,333",,25-34 years,Antigua and Barbuda,7976,Boomers,6156,male,0,0,1991
"481,706,333",,35-54 years,Antigua and Barbuda,7976,Boomers,6122,male,0,0,1991
"481,706,333",,5-14 years,Antigua and Barbuda,7976,Millenials,6818,male,0,0,1991
"481,706,333",,55-74 years,Antigua and Barbuda,7976,Silent,2857,male,0,0,1991
"481,706,333",,75+ years,Antigua and Barbuda,7976,G.I. Generation,804,male,0,0,1991
"499,281,148",,15-24 years,Antigua and Barbuda,8087,Generation X,6369,female,0,0,1992
"499,281,148",,25-34 years,Antigua and Barbuda,8087,Boomers,6650,female,0,0,1992
"499,281,148",,35-54 years,Antigua and Barbuda,8087,Boomers,6534,female,0,0,1992
"499,281,148",,5-14 years,Antigua and Barbuda,8087,Millenials,7311,female,0,0,1992
"499,281,148",,55-74 years,Antigua and Barbuda,8087,Silent,3648,female,0,0,1992
"499,281,148",,75+ years,Antigua and Barbuda,8087,G.I. Generation,1339,female,0,0,1992
"499,281,148",,15-24 years,Antigua and Barbuda,8087,Generation X,6221,male,0,0,1992
"499,281,148",,25-34 years,Antigua and Barbuda,8087,Boomers,6409,male,0,0,1992
"499,281,148",,35-54 years,Antigua and Barbuda,8087,Boomers,6497,male,0,0,1992
"499,281,148",,5-14 years,Antigua and Barbuda,8087,Millenials,7059,male,0,0,1992
"499,281,148",,55-74 years,Antigua and Barbuda,8087,Silent,2851,male,0,0,1992
"499,281,148",,75+ years,Antigua and Barbuda,8087,G.I. Generation,853,male,0,0,1992
"535,172,778",,25-34 years,Antigua and Barbuda,8453,Boomers,6668,male,15,1,1993
"535,172,778",,15-24 years,Antigua and Barbuda,8453,Generation X,6182,female,0,0,1993
"535,172,778",,25-34 years,Antigua and Barbuda,8453,Boomers,6914,female,0,0,1993
"535,172,778",,35-54 years,Antigua and Barbuda,8453,Boomers,6917,female,0,0,1993
"535,172,778",,5-14 years,Antigua and Barbuda,8453,Millenials,7529,female,0,0,1993
"535,172,778",,55-74 years,Antigua and Barbuda,8453,Silent,3662,female,0,0,1993
"535,172,778",,75+ years,Antigua and Barbuda,8453,G.I. Generation,1386,female,0,0,1993
"535,172,778",,15-24 years,Antigua and Barbuda,8453,Generation X,6069,male,0,0,1993
"535,172,778",,35-54 years,Antigua and Barbuda,8453,Boomers,6915,male,0,0,1993
"535,172,778",,5-14 years,Antigua and Barbuda,8453,Millenials,7298,male,0,0,1993
"535,172,778",,55-74 years,Antigua and Barbuda,8453,Silent,2879,male,0,0,1993
"535,172,778",,75+ years,Antigua and Barbuda,8453,G.I. Generation,896,male,0,0,1993
"589,429,593",,15-24 years,Antigua and Barbuda,9062,Generation X,6083,female,0,0,1994
"589,429,593",,25-34 years,Antigua and Barbuda,9062,Boomers,7151,female,0,0,1994
"589,429,593",,35-54 years,Antigua and Barbuda,9062,Boomers,7357,female,0,0,1994
"589,429,593",,5-14 years,Antigua and Barbuda,9062,Millenials,7722,female,0,0,1994
"589,429,593",,55-74 years,Antigua and Barbuda,9062,Silent,3715,female,0,0,1994
"589,429,593",,75+ years,Antigua and Barbuda,9062,G.I. Generation,1437,female,0,0,1994
"589,429,593",,15-24 years,Antigua and Barbuda,9062,Generation X,5976,male,0,0,1994
"589,429,593",,25-34 years,Antigua and Barbuda,9062,Boomers,6886,male,0,0,1994
"589,429,593",,35-54 years,Antigua and Barbuda,9062,Boomers,7359,male,0,0,1994
"589,429,593",,5-14 years,Antigua and Barbuda,9062,Millenials,7494,male,0,0,1994
"589,429,593",,55-74 years,Antigua and Barbuda,9062,Silent,2935,male,0,0,1994
"589,429,593",,75+ years,Antigua and Barbuda,9062,G.I. Generation,929,male,0,0,1994
"577,280,741",,15-24 years,Antigua and Barbuda,8636,Generation X,6099,female,0,0,1995
"577,280,741",,25-34 years,Antigua and Barbuda,8636,Generation X,7333,female,0,0,1995
"577,280,741",,35-54 years,Antigua and Barbuda,8636,Boomers,7851,female,0,0,1995
"577,280,741",,5-14 years,Antigua and Barbuda,8636,Millenials,7885,female,0,0,1995
"577,280,741",,55-74 years,Antigua and Barbuda,8636,Silent,3808,female,0,0,1995
"577,280,741",,75+ years,Antigua and Barbuda,8636,G.I. Generation,1488,female,0,0,1995
"577,280,741",,15-24 years,Antigua and Barbuda,8636,Generation X,5953,male,0,0,1995
"577,280,741",,25-34 years,Antigua and Barbuda,8636,Generation X,7023,male,0,0,1995
"577,280,741",,35-54 years,Antigua and Barbuda,8636,Boomers,7809,male,0,0,1995
"577,280,741",,5-14 years,Antigua and Barbuda,8636,Millenials,7632,male,0,0,1995
"577,280,741",,55-74 years,Antigua and Barbuda,8636,Silent,3021,male,0,0,1995
"577,280,741",,75+ years,Antigua and Barbuda,8636,G.I. Generation,944,male,0,0,1995
"727,860,593",,15-24 years,Antigua and Barbuda,10078,Generation X,6529,female,0,0,1998
"727,860,593",,25-34 years,Antigua and Barbuda,10078,Generation X,8332,female,0,0,1998
"727,860,593",,35-54 years,Antigua and Barbuda,10078,Boomers,9615,female,0,0,1998
"727,860,593",,5-14 years,Antigua and Barbuda,10078,Millenials,8183,female,0,0,1998
"727,860,593",,55-74 years,Antigua and Barbuda,10078,Silent,3921,female,0,0,1998
"727,860,593",,75+ years,Antigua and Barbuda,10078,G.I. Generation,1476,female,0,0,1998
"727,860,593",,15-24 years,Antigua and Barbuda,10078,Generation X,5916,male,0,0,1998
"727,860,593",,25-34 years,Antigua and Barbuda,10078,Generation X,7294,male,0,0,1998
"727,860,593",,35-54 years,Antigua and Barbuda,10078,Boomers,9086,male,0,0,1998
"727,860,593",,5-14 years,Antigua and Barbuda,10078,Millenials,7706,male,0,0,1998
"727,860,593",,55-74 years,Antigua and Barbuda,10078,Silent,3213,male,0,0,1998
"727,860,593",,75+ years,Antigua and Barbuda,10078,G.I. Generation,954,male,0,0,1998
"766,198,926",,15-24 years,Antigua and Barbuda,10378,Generation X,6589,female,0,0,1999
"766,198,926",,25-34 years,Antigua and Barbuda,10378,Generation X,8526,female,0,0,1999
"766,198,926",,35-54 years,Antigua and Barbuda,10378,Boomers,10311,female,0,0,1999
"766,198,926",,5-14 years,Antigua and Barbuda,10378,Millenials,8314,female,0,0,1999
"766,198,926",,55-74 years,Antigua and Barbuda,10378,Silent,3968,female,0,0,1999
"766,198,926",,75+ years,Antigua and Barbuda,10378,G.I. Generation,1451,female,0,0,1999
"766,198,926",,15-24 years,Antigua and Barbuda,10378,Generation X,5845,male,0,0,1999
"766,198,926",,25-34 years,Antigua and Barbuda,10378,Generation X,7263,male,0,0,1999
"766,198,926",,35-54 years,Antigua and Barbuda,10378,Boomers,9537,male,0,0,1999
"766,198,926",,5-14 years,Antigua and Barbuda,10378,Millenials,7805,male,0,0,1999
"766,198,926",,55-74 years,Antigua and Barbuda,10378,Silent,3276,male,0,0,1999
"766,198,926",,75+ years,Antigua and Barbuda,10378,G.I. Generation,947,male,0,0,1999
"830,158,778",,55-74 years,Antigua and Barbuda,11021,Silent,3333,male,30,1,2000
"830,158,778",,35-54 years,Antigua and Barbuda,11021,Boomers,10033,male,9.97,1,2000
"830,158,778",,15-24 years,Antigua and Barbuda,11021,Generation X,6616,female,0,0,2000
"830,158,778",,25-34 years,Antigua and Barbuda,11021,Generation X,8595,female,0,0,2000
"830,158,778",,35-54 years,Antigua and Barbuda,11021,Boomers,11040,female,0,0,2000
"830,158,778",,5-14 years,Antigua and Barbuda,11021,Millenials,8439,female,0,0,2000
"830,158,778",,55-74 years,Antigua and Barbuda,11021,Silent,3986,female,0,0,2000
"830,158,778",,75+ years,Antigua and Barbuda,11021,G.I. Generation,1413,female,0,0,2000
"830,158,778",,15-24 years,Antigua and Barbuda,11021,Generation X,5783,male,0,0,2000
"830,158,778",,25-34 years,Antigua and Barbuda,11021,Generation X,7177,male,0,0,2000
"830,158,778",,5-14 years,Antigua and Barbuda,11021,Millenials,7973,male,0,0,2000
"830,158,778",,75+ years,Antigua and Barbuda,11021,G.I. Generation,938,male,0,0,2000
"800,740,259",,35-54 years,Antigua and Barbuda,10468,Boomers,10281,male,19.45,2,2001
"800,740,259",,15-24 years,Antigua and Barbuda,10468,Millenials,6902,female,0,0,2001
"800,740,259",,25-34 years,Antigua and Barbuda,10468,Generation X,8425,female,0,0,2001
"800,740,259",,35-54 years,Antigua and Barbuda,10468,Boomers,11402,female,0,0,2001
"800,740,259",,5-14 years,Antigua and Barbuda,10468,Millenials,8428,female,0,0,2001
"800,740,259",,55-74 years,Antigua and Barbuda,10468,Silent,4037,female,0,0,2001
"800,740,259",,75+ years,Antigua and Barbuda,10468,Silent,1487,female,0,0,2001
"800,740,259",,15-24 years,Antigua and Barbuda,10468,Millenials,6084,male,0,0,2001
"800,740,259",,25-34 years,Antigua and Barbuda,10468,Generation X,7071,male,0,0,2001
"800,740,259",,5-14 years,Antigua and Barbuda,10468,Millenials,7958,male,0,0,2001
"800,740,259",,55-74 years,Antigua and Barbuda,10468,Silent,3442,male,0,0,2001
"800,740,259",,75+ years,Antigua and Barbuda,10468,Silent,980,male,0,0,2001
"814,615,333",,15-24 years,Antigua and Barbuda,10499,Millenials,7196,female,0,0,2002
"814,615,333",,25-34 years,Antigua and Barbuda,10499,Generation X,8155,female,0,0,2002
"814,615,333",,35-54 years,Antigua and Barbuda,10499,Boomers,11760,female,0,0,2002
"814,615,333",,5-14 years,Antigua and Barbuda,10499,Millenials,8408,female,0,0,2002
"814,615,333",,55-74 years,Antigua and Barbuda,10499,Silent,4050,female,0,0,2002
"814,615,333",,75+ years,Antigua and Barbuda,10499,Silent,1547,female,0,0,2002
"814,615,333",,15-24 years,Antigua and Barbuda,10499,Millenials,6416,male,0,0,2002
"814,615,333",,25-34 years,Antigua and Barbuda,10499,Generation X,6921,male,0,0,2002
"814,615,333",,35-54 years,Antigua and Barbuda,10499,Boomers,10604,male,0,0,2002
"814,615,333",,5-14 years,Antigua and Barbuda,10499,Millenials,7980,male,0,0,2002
"814,615,333",,55-74 years,Antigua and Barbuda,10499,Silent,3527,male,0,0,2002
"814,615,333",,75+ years,Antigua and Barbuda,10499,Silent,1024,male,0,0,2002
"855,643,111",,55-74 years,Antigua and Barbuda,10878,Silent,3594,male,27.82,1,2003
"855,643,111",,15-24 years,Antigua and Barbuda,10878,Millenials,7454,female,0,0,2003
"855,643,111",,25-34 years,Antigua and Barbuda,10878,Generation X,7831,female,0,0,2003
"855,643,111",,35-54 years,Antigua and Barbuda,10878,Boomers,12129,female,0,0,2003
"855,643,111",,5-14 years,Antigua and Barbuda,10878,Millenials,8423,female,0,0,2003
"855,643,111",,55-74 years,Antigua and Barbuda,10878,Silent,4054,female,0,0,2003
"855,643,111",,75+ years,Antigua and Barbuda,10878,Silent,1583,female,0,0,2003
"855,643,111",,15-24 years,Antigua and Barbuda,10878,Millenials,6730,male,0,0,2003
"855,643,111",,25-34 years,Antigua and Barbuda,10878,Generation X,6734,male,0,0,2003
"855,643,111",,35-54 years,Antigua and Barbuda,10878,Boomers,10997,male,0,0,2003
"855,643,111",,5-14 years,Antigua and Barbuda,10878,Millenials,8061,male,0,0,2003
"855,643,111",,75+ years,Antigua and Barbuda,10878,Silent,1068,male,0,0,2003
"919,577,148",,55-74 years,Antigua and Barbuda,11535,Silent,3665,male,27.29,1,2004
"919,577,148",,35-54 years,Antigua and Barbuda,11535,Boomers,11406,male,8.77,1,2004
"919,577,148",,15-24 years,Antigua and Barbuda,11535,Millenials,7648,female,0,0,2004
"919,577,148",,25-34 years,Antigua and Barbuda,11535,Generation X,7531,female,0,0,2004
"919,577,148",,35-54 years,Antigua and Barbuda,11535,Boomers,12492,female,0,0,2004
"919,577,148",,5-14 years,Antigua and Barbuda,11535,Millenials,8488,female,0,0,2004
"919,577,148",,55-74 years,Antigua and Barbuda,11535,Silent,4088,female,0,0,2004
"919,577,148",,75+ years,Antigua and Barbuda,11535,Silent,1590,female,0,0,2004
"919,577,148",,15-24 years,Antigua and Barbuda,11535,Millenials,6968,male,0,0,2004
"919,577,148",,25-34 years,Antigua and Barbuda,11535,Generation X,6556,male,0,0,2004
"919,577,148",,5-14 years,Antigua and Barbuda,11535,Millenials,8196,male,0,0,2004
"919,577,148",,75+ years,Antigua and Barbuda,11535,Silent,1094,male,0,0,2004
"1,022,191,296",,15-24 years,Antigua and Barbuda,12649,Millenials,7780,female,0,0,2005
"1,022,191,296",,25-34 years,Antigua and Barbuda,12649,Generation X,7327,female,0,0,2005
"1,022,191,296",,35-54 years,Antigua and Barbuda,12649,Boomers,12835,female,0,0,2005
"1,022,191,296",,5-14 years,Antigua and Barbuda,12649,Millenials,8584,female,0,0,2005
"1,022,191,296",,55-74 years,Antigua and Barbuda,12649,Silent,4157,female,0,0,2005
"1,022,191,296",,75+ years,Antigua and Barbuda,12649,Silent,1575,female,0,0,2005
"1,022,191,296",,15-24 years,Antigua and Barbuda,12649,Millenials,7113,male,0,0,2005
"1,022,191,296",,25-34 years,Antigua and Barbuda,12649,Generation X,6444,male,0,0,2005
"1,022,191,296",,35-54 years,Antigua and Barbuda,12649,Boomers,11778,male,0,0,2005
"1,022,191,296",,5-14 years,Antigua and Barbuda,12649,Millenials,8358,male,0,0,2005
"1,022,191,296",,55-74 years,Antigua and Barbuda,12649,Silent,3748,male,0,0,2005
"1,022,191,296",,75+ years,Antigua and Barbuda,12649,Silent,1110,male,0,0,2005
"1,157,005,444",,15-24 years,Antigua and Barbuda,14114,Millenials,7902,female,0,0,2006
"1,157,005,444",,25-34 years,Antigua and Barbuda,14114,Generation X,7098,female,0,0,2006
"1,157,005,444",,35-54 years,Antigua and Barbuda,14114,Boomers,13374,female,0,0,2006
"1,157,005,444",,5-14 years,Antigua and Barbuda,14114,Millenials,8571,female,0,0,2006
"1,157,005,444",,55-74 years,Antigua and Barbuda,14114,Silent,4256,female,0,0,2006
"1,157,005,444",,75+ years,Antigua and Barbuda,14114,Silent,1573,female,0,0,2006
"1,157,005,444",,15-24 years,Antigua and Barbuda,14114,Millenials,7239,male,0,0,2006
"1,157,005,444",,25-34 years,Antigua and Barbuda,14114,Generation X,6319,male,0,0,2006
"1,157,005,444",,35-54 years,Antigua and Barbuda,14114,Boomers,12202,male,0,0,2006
"1,157,005,444",,5-14 years,Antigua and Barbuda,14114,Millenials,8485,male,0,0,2006
"1,157,005,444",,55-74 years,Antigua and Barbuda,14114,Silent,3847,male,0,0,2006
"1,157,005,444",,75+ years,Antigua and Barbuda,14114,Silent,1107,male,0,0,2006
"1,311,401,333",,35-54 years,Antigua and Barbuda,15775,Boomers,12530,male,7.98,1,2007
"1,311,401,333",,15-24 years,Antigua and Barbuda,15775,Millenials,8013,female,0,0,2007
"1,311,401,333",,25-34 years,Antigua and Barbuda,15775,Generation X,6962,female,0,0,2007
"1,311,401,333",,35-54 years,Antigua and Barbuda,15775,Boomers,13860,female,0,0,2007
"1,311,401,333",,5-14 years,Antigua and Barbuda,15775,Generation Z,8555,female,0,0,2007
"1,311,401,333",,55-74 years,Antigua and Barbuda,15775,Silent,4400,female,0,0,2007
"1,311,401,333",,75+ years,Antigua and Barbuda,15775,Silent,1568,female,0,0,2007
"1,311,401,333",,15-24 years,Antigua and Barbuda,15775,Millenials,7330,male,0,0,2007
"1,311,401,333",,25-34 years,Antigua and Barbuda,15775,Generation X,6267,male,0,0,2007
"1,311,401,333",,5-14 years,Antigua and Barbuda,15775,Generation Z,8564,male,0,0,2007
"1,311,401,333",,55-74 years,Antigua and Barbuda,15775,Silent,3988,male,0,0,2007
"1,311,401,333",,75+ years,Antigua and Barbuda,15775,Silent,1094,male,0,0,2007
"1,368,431,037",,15-24 years,Antigua and Barbuda,16238,Millenials,8108,female,0,0,2008
"1,368,431,037",,25-34 years,Antigua and Barbuda,16238,Generation X,6910,female,0,0,2008
"1,368,431,037",,35-54 years,Antigua and Barbuda,16238,Boomers,14278,female,0,0,2008
"1,368,431,037",,5-14 years,Antigua and Barbuda,16238,Generation Z,8537,female,0,0,2008
"1,368,431,037",,55-74 years,Antigua and Barbuda,16238,Silent,4587,female,0,0,2008
"1,368,431,037",,75+ years,Antigua and Barbuda,16238,Silent,1567,female,0,0,2008
"1,368,431,037",,15-24 years,Antigua and Barbuda,16238,Millenials,7404,male,0,0,2008
"1,368,431,037",,25-34 years,Antigua and Barbuda,16238,Generation X,6274,male,0,0,2008
"1,368,431,037",,35-54 years,Antigua and Barbuda,16238,Boomers,12782,male,0,0,2008
"1,368,431,037",,5-14 years,Antigua and Barbuda,16238,Generation Z,8599,male,0,0,2008
"1,368,431,037",,55-74 years,Antigua and Barbuda,16238,Silent,4158,male,0,0,2008
"1,368,431,037",,75+ years,Antigua and Barbuda,16238,Silent,1069,male,0,0,2008
"1,224,253,000",,15-24 years,Antigua and Barbuda,14335,Millenials,8199,female,0,0,2009
"1,224,253,000",,25-34 years,Antigua and Barbuda,14335,Generation X,6917,female,0,0,2009
"1,224,253,000",,35-54 years,Antigua and Barbuda,14335,Boomers,14629,female,0,0,2009
"1,224,253,000",,5-14 years,Antigua and Barbuda,14335,Generation Z,8514,female,0,0,2009
"1,224,253,000",,55-74 years,Antigua and Barbuda,14335,Silent,4793,female,0,0,2009
"1,224,253,000",,75+ years,Antigua and Barbuda,14335,Silent,1571,female,0,0,2009
"1,224,253,000",,15-24 years,Antigua and Barbuda,14335,Millenials,7489,male,0,0,2009
"1,224,253,000",,25-34 years,Antigua and Barbuda,14335,Generation X,6325,male,0,0,2009
"1,224,253,000",,35-54 years,Antigua and Barbuda,14335,Boomers,12978,male,0,0,2009
"1,224,253,000",,5-14 years,Antigua and Barbuda,14335,Generation Z,8599,male,0,0,2009
"1,224,253,000",,55-74 years,Antigua and Barbuda,14335,Silent,4349,male,0,0,2009
"1,224,253,000",,75+ years,Antigua and Barbuda,14335,Silent,1042,male,0,0,2009
"1,211,411,704",0.781,15-24 years,Antigua and Barbuda,13657,Millenials,8435,female,0,0,2012
"1,211,411,704",0.781,25-34 years,Antigua and Barbuda,13657,Millenials,7215,female,0,0,2012
"1,211,411,704",0.781,35-54 years,Antigua and Barbuda,13657,Generation X,15193,female,0,0,2012
"1,211,411,704",0.781,5-14 years,Antigua and Barbuda,13657,Generation Z,8401,female,0,0,2012
"1,211,411,704",0.781,55-74 years,Antigua and Barbuda,13657,Boomers,5512,female,0,0,2012
"1,211,411,704",0.781,75+ years,Antigua and Barbuda,13657,Silent,1625,female,0,0,2012
"1,211,411,704",0.781,15-24 years,Antigua and Barbuda,13657,Millenials,7893,male,0,0,2012
"1,211,411,704",0.781,25-34 years,Antigua and Barbuda,13657,Millenials,6629,male,0,0,2012
"1,211,411,704",0.781,35-54 years,Antigua and Barbuda,13657,Generation X,13280,male,0,0,2012
"1,211,411,704",0.781,5-14 years,Antigua and Barbuda,13657,Generation Z,8475,male,0,0,2012
"1,211,411,704",0.781,55-74 years,Antigua and Barbuda,13657,Boomers,4994,male,0,0,2012
